rank,sitc4,product,value,delta,year
407,7608,Aluminum tubes and pipes,2.06981,-93,2003
408,9405,Lamps and lighting fittings,2.06861,103,2003
409,2822,Cobalt oxides and hydroxides,2.06689,107,2003
410,7603,Aluminum powders and flakes,2.06315,13,2003
411,5309,Woven fabrics of flax,2.05364,-57,2003
412,7006,Glass with edge workings or bent,2.04645,192,2003
413,8510,"Shavers, hair clippers and hair-removing appliances",2.04538,-63,2003
414,4823,"Other paper, paperboard cut to size or shape",2.04418,69,2003
415,8104,Magnesium,2.0437,-124,2003
416,8405,Producer gas or water gas generators,2.03868,-117,2003
417,8309,"Stoppers, caps and lids",2.03449,96,2003
418,2922,Oxygen-function amino-compounds,2.03421,-99,2003
419,4808,"Paper and paperboard, corrugated",2.02846,37,2003
420,1806,"Cocoa powder, sweetened",2.01976,52,2003
421,5901,Textile fabrics coated with gum or amylaceous,2.01283,224,2003
422,9111,Watch cases and parts,2.00824,-121,2003
423,2708,Pitch and pitch coke,1.99513,134,2003
424,8505,Electromagnets,1.99497,10,2003
425,7419,Other articles of copper,1.9912,-35,2003
426,5402,Synthetic filament yarn,1.98805,116,2003
427,8450,laundry-type washing machines,1.98587,-42,2003
428,8101,Tungsten (wolfram),1.98064,53,2003
429,3501,Casein,1.97731,-50,2003
430,0103,Swine,1.97043,48,2003
431,0405,Butter,1.96245,150,2003
432,4805,Other uncoated paper and paperboard,1.96039,-19,2003
433,3005,"Wadding, gauze and bandages",1.95825,-166,2003
434,8535,Apparatus protecting electrical circuits for > 1k volts,1.95474,-25,2003
435,8520,Dictating machine,1.9513,-148,2003
436,1003,Barley,1.94137,241,2003
437,8471,Automatic data processing machines,1.93917,-93,2003
438,6807,Asphalt,1.93805,-68,2003
439,3917,"Tubes, pipes and hoses and fittings",1.9355,36,2003
440,2811,Other inorganic acids and other inorganic oxygen compounds of nonmetals,1.9351,97,2003
441,8203,"Files, rasps, pliers, pincers, tweezers, metal cutting shears, pipe cutter, and base metal parts thereof",1.92296,-79,2003
442,7407,"Copper bars, rods and profiles",1.91286,83,2003
443,7502,Nickel unwrought,1.91161,-35,2003
444,0201,Bovine meat,1.90221,-33,2003
445,1502,"Bovine, sheep and goat fats",1.90125,309,2003
446,8469,Typewriters other than printing machinery,1.89942,228,2003
447,4905,Maps,1.89082,55,2003
448,5405,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm",1.88904,128,2003
449,8501,Electric motors and generators,1.8863,2,2003
450,5306,Flax yarn,1.88572,-2,2003
451,4701,Mechanical wood pulp,1.87074,-2,2003
452,9001,Optical fibers,1.86787,-199,2003
453,9508,"Merry-go-rounds, boat-swings, shooting galleries and other fairground amusements",1.86697,-62,2003
454,8415,Air conditioners,1.86372,52,2003
455,8214,Other cutlery,1.86133,-43,2003
456,2942,Other organic compounds,1.85682,75,2003
457,5501,Synthetic filament tow,1.85541,-19,2003
458,8533,Electrical resistors,1.85455,-8,2003
459,8402,Steam or other vapor generating boilers,1.85012,-39,2003
460,2844,Radioactive chemical elements and radioactive isotopes,1.84895,-14,2003
461,5113,Woven fabrics of coarse animal hair or of horsehair,1.83868,167,2003
462,6905,"Roofing tiles, chimney pots or other architectural ceramic ornaments",1.8376,-46,2003
463,9009,Electrostatic photo-copyers,1.83144,8,2003
464,8301,Padlocks of base metal,1.82701,-88,2003
465,8435,"Presses, crushers used in the manufacture of wine, cider, fruit juices",1.82559,267,2003
466,3806,Rosin and resin acids,1.80705,-8,2003
467,3304,Beauty or make-up preparations,1.80632,-61,2003
468,3922,"Baths, shower baths, sinks, washbasins, bidets, lavatory pans, seats and covers",1.79992,-26,2003
469,4813,Cigarette paper,1.78893,57,2003
470,4821,Paper and paperboard labels,1.78838,48,2003
471,2507,Kaolin,1.78641,87,2003
472,4006,Other forms of unvulcanized rubber,1.78297,84,2003
473,9501,"Rideable wheeled toys, dolls carriages",1.77835,330,2003
474,8305,Miscellaneous office goods,1.76632,-117,2003
475,1904,Cereal foods,1.76395,94,2003
476,8907,"Other floating structures (for example, rafts, tanks, buoys and beacons)",1.76275,99,2003
477,8476,Automatic goods-vending machines,1.76187,-94,2003
478,7302,Railway or tramway track construction material of iron or steel,1.75963,-136,2003
479,7414,Endless bands of copper wire for machinery,1.75708,-164,2003
480,7613,Aluminum containers for compressed or liquefied gas,1.7567,244,2003
481,8430,"Other moving, excavating, extracting or boring machinery for earth, minerals or ores; pile-drivers; snowplows and snowblowers",1.75599,399,2003
482,4410,Particle board,1.74893,12,2003
483,8452,Sewing machines,1.74217,295,2003
484,1002,Rye,1.73682,-30,2003
485,8473,Parts and accessories for office machines,1.717,-126,2003
486,7105,Natural or synthetic precious stone dust or powder,1.71065,-85,2003
487,0601,"Bulbs, tubers, corms, crowns and rhizomes, dormant",1.70865,133,2003
488,8303,"Armored or reinforced safes, strong-boxes",1.70651,-62,2003
489,3819,"Hydraulic brake, transmission fluid <70% petroleum oi",1.69978,97,2003
490,2206,"Fermented beverages (cider, perry, mead, etc)",1.68927,29,2003
491,7208,"Hot rolled iron or non-alloy steel, coil,w >600mm, t >10mm, myp 355 mpa",1.68293,16,2003
492,8532,Electrical capacitors,1.67782,-23,2003
493,3503,Gelatin,1.67458,-68,2003
494,7005,Float glass,1.66841,-2,2003
495,9107,Time switches with clock or watch movement,1.66525,17,2003
496,3209,"Paints and varnishes, aqueous",1.65509,86,2003
497,8418,"Refrigerators, freezers",1.65361,76,2003
498,7805,"Lead tubes, pipes and fittings",1.64504,341,2003
499,3307,Shaving products,1.64079,-119,2003
500,4822,"Bobbins, spools, cops of paper pulp",1.64052,-21,2003
501,2526,Natural steatite,1.63297,71,2003
502,5301,"Flax fibre, raw or processed",1.62978,247,2003
503,4014,Hygienic or pharmaceutical articles of vulcanized rubber,1.62907,153,2003
504,3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",1.62051,-30,2003
505,1205,Rape or colza seeds,1.60632,-168,2003
506,4910,Calendars,1.60343,-91,2003
507,9015,"Surveying, hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances",1.60139,160,2003
508,5403,Artificial filament yarn,1.5962,-108,2003
509,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods",1.56588,-81,2003
510,1505,"Wool grease, crude",1.56468,132,2003
511,1518,"Processed animal, vegetable oils",1.56049,-184,2003
512,7303,"Tubes, pipes and hollow profiles, of cast iron",1.54849,-14,2003
513,8111,Manganese,1.54276,23,2003
514,7308,"Structures and parts thereof (bridges, lock gates, towers, etc)",1.52584,20,2003
515,8542,Electronic integrated circuits,1.52097,-116,2003
516,2917,Polycarboxylic acids,1.51445,33,2003
517,5302,Hemp fiber,1.50771,-37,2003
518,2803,"Carbon, nesoi",1.50446,73,2003
519,9112,Clock cases,1.50281,145,2003
520,3915,"Plastic waste, parings and scrap",1.49772,-231,2003
521,8541,"Diodes, transistors, semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells",1.49517,39,2003
522,7013,Glassware for interior decorative use,1.49427,5,2003
523,7806,Other articles of lead,1.49287,164,2003
524,9506,Articles and equipment for general physical exercise,1.4904,293,2003
525,8528,Monitors and projectors; reception apparatus for television,1.48814,-61,2003
526,0406,Fresh cheese,1.47951,4,2003
527,8474,"Machinery for working earth, stone, and other mineral substances",1.46698,-96,2003
528,4901,"Printed books, brochures, leaflets and similar printed matter",1.46215,-69,2003
529,5507,"Artificial staple fibers, processed",1.45866,-72,2003
530,0101,Horses,1.45411,16,2003
531,2938,Glycosides,1.45279,-90,2003
532,4415,"Packing cases, boxes, crates, drums of wood",1.45016,64,2003
533,5809,Woven fabric incorporating metal threads,1.4381,625,2003
534,9604,Hand sieves and hand riddles,1.43366,-31,2003
535,7604,"Aluminum bars, rods and profiles",1.42942,42,2003
536,2815,Sodium hydroxide; potassium hydroxide; peroxides of sodium or potassium,1.41631,110,2003
537,0408,Egg yolks dried,1.41545,33,2003
538,2706,Tar distilled from coal,1.41421,15,2003
539,7410,Copper foil < 0.15 mm,1.41391,-150,2003
540,2519,Natural magnesium carbonate,1.41271,-54,2003
541,1105,Potato flour or meal,1.40205,-88,2003
542,7316,"Anchors, grapnels and parts thereof, of iron or steel",1.3969,-2,2003
543,8715,"Parts and accessories of motorcycles, bicycles or carriages",1.39633,-26,2003
544,8112,Other metals,1.39328,67,2003
545,1210,"Hop cones, powdered or pelleted",1.38867,7,2003
546,8906,"Other vessels, including warships and lifeboats other than row boats",1.3866,-37,2003
547,8507,Electric storage batteries,1.37552,-126,2003
548,4011,"New pneumatic tires, of rubber",1.3738,87,2003
549,7605,Aluminum wire,1.37353,123,2003
550,8470,"Calculating machines, cash registers",1.36432,-57,2003
551,4405,Wood wool,1.35916,89,2003
552,1901,Malt extract,1.35608,139,2003
553,8518,Microphones; loudspeakers; headphones,1.35599,-58,2003
554,9014,Direction finding compasses,1.35392,-216,2003
555,1601,Sausages,1.35088,19,2003
556,1506,"Animal fats, oils",1.35005,-335,2003
557,2621,"Other slag and ash, including seaweed ash (kelp)",1.33568,45,2003
558,7325,Other cast articles of iron or steel,1.33336,-91,2003
559,7309,"Tanks etc, over 300 liter capacity, iron or steel",1.33131,12,2003
560,7212,"Flat rolled iron or non-alloy steel, width <600mm, plated with tin",1.32286,-243,2003
561,2840,Borates; peroxoborates,1.31844,82,2003
562,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium",1.31526,100,2003
563,0403,Fermented milk and cream products,1.31381,-93,2003
564,5112,Woven fabrics of combed wool or combed fine animal hair,1.31189,-10,2003
565,5704,Carpets of felt,1.3058,59,2003
566,4818,Toilet paper of a kind used for household or sanitary purposes,1.30496,-89,2003
567,7610,"Aluminum structures (bridges, towers etc)",1.3048,-52,2003
568,7904,"Zinc bars, rods, profiles and wire",1.29682,-274,2003
569,9004,"Spectacles, goggles, corrective, protective",1.29649,-48,2003
570,8606,"Railway freight cars, not self-propelled",1.29634,-22,2003
571,9106,Time of day recording apparatus and apparatus for measuring,1.29557,23,2003
572,8602,Other rail locomotives; locomotive tenders,1.29023,86,2003
573,7016,"Glass paving blocks, slabs, bricks, squares, tiles or other molded products",1.27639,64,2003
574,7905,"Zinc plates, sheets, strip and foil",1.27601,-225,2003
575,7314,Cloth of iron or steel wire,1.27567,-36,2003
576,6602,Walking sticks,1.27552,38,2003
577,5703,"Carpets, tufted",1.27515,16,2003
578,8548,Waste and scrap of batteries; used batteries,1.27496,40,2003
579,7405,Master alloys of copper,1.27143,21,2003
580,3808,"Insecticides, rodenticides, fungicides, herbicides",1.26999,179,2003
581,9105,Other clocks,1.26735,28,2003
582,7907,Other articles of zinc,1.26273,-37,2003
583,8519,Sound recording apparatus,1.25451,110,2003
584,2829,Chlorates and perchlorates; bromates and perbromates; iodates and periodates,1.24243,-147,2003
585,9301,"Military weapons, other than revolvers, pistols",1.24116,-145,2003
586,8504,Electrical transformers,1.21664,84,2003
587,2702,Lignite,1.21272,170,2003
588,7606,"Aluminum plates, sheets and strip > 0.2 mm",1.20895,-88,2003
589,2848,Phosphides,1.20287,-99,2003
590,0208,Other meat and edible meat offal,1.19949,106,2003
591,6308,Needlecraft sets of woven fabric & yarn,1.19503,-90,2003
592,3902,"Polymers of propylene or of other olefins, in primary forms",1.189,-59,2003
593,8802,"Aircraft, spacecraft & launch vehicles",1.18725,-463,2003
594,8804,Parachutes,1.18422,59,2003
595,7306,Other tubes and pipes of iron or steel,1.18304,-51,2003
596,0205,"Horse, ass, mule or hinny meat",1.17325,14,2003
597,5907,"Textile fabrics otherwise impregnated, coated or covered",1.16859,-137,2003
598,7324,Sanitary ware and parts of iron or steel,1.16691,0,2003
599,0401,Milk and cream,1.1662,-167,2003
600,6813,Friction material and articles thereof,1.15892,-109,2003
601,4703,"Chemical woodpulp, soda or sulfate, not dissolving grade",1.15768,-35,2003
602,7301,Sheet piling of iron or steel,1.1569,-197,2003
603,7215,Other bars and rods of iron or nonalloy steel,1.15311,24,2003
604,9203,"Harmoniums, pipe organs, etc",1.15171,21,2003
605,8506,Primary cells and primary batteries,1.14644,194,2003
606,9406,Prefabricated buildings,1.1414,11,2003
607,7111,Platinum clad metals,1.13331,58,2003
608,3814,Organic composite solvents and thinners,1.13218,-57,2003
609,3402,Cleaning products,1.13198,-24,2003
610,7001,Cullet and other scraps of glass,1.12517,-213,2003
611,9103,Clocks with watch movements,1.1227,73,2003
612,7213,Hot rolled bar/rod grooved iron or non-alloy steel in irregular coils,1.11007,85,2003
613,2904,"Sulfonated, nitrated or nitrosated derivatives of hydrocarbons",1.10746,-29,2003
614,2901,Acyclic hydrocarbons,1.10336,-71,2003
615,5606,Gimp yarn,1.09655,-127,2003
616,2502,Iron pyrites,1.0954,7,2003
617,2517,"Pebbles, gravel, broken & crushed stone for aggregate",1.09478,83,2003
618,8478,Machinery for preparing or making up tobacco,1.08564,16,2003
619,3405,Polishes and creams,1.08433,-55,2003
620,3210,Other paints and varnishes,1.08314,-133,2003
621,8702,Motor vehicles for the transport of > 10 persons,1.08185,-117,2003
622,7210,"Flat rolled iron or non-alloy steel, coated with tin, w >600mm, t >0.5m",1.07718,10,2003
623,2902,Cyclic hydrocarbons,1.06162,-91,2003
624,8522,Parts and accessories for video or sound equipment,1.06105,119,2003
625,7413,"Stranded wire, cables and similar articles of copper",1.05468,-3,2003
626,1702,Other sugars,1.05221,-88,2003
627,3706,"Motion-picture film, exposed and developed",1.05201,-122,2003
628,2522,Quicklime,1.04923,84,2003
629,9704,Postage or revenue stamps,1.04852,-79,2003
630,8801,"Balloons & dirigibles, gliders etc",1.04788,-22,2003
631,8531,Electric sound or visual signaling apparatus,1.04479,-207,2003
632,2831,Dithionites and sulfoxylates,1.04124,144,2003
633,8003,"Tin bars, rods, profiles and wire",1.03527,187,2003
634,7501,Nickel mattes and other products of nickel metallurgy,1.03386,128,2003
635,5503,Synthetic staple fibers,1.0261,-169,2003
636,4819,"Cartons, boxes, cases, bags and other packing containers of paper",1.02204,-23,2003
637,6809,Plaster articles,1.00887,-47,2003
638,8901,Cruise ships and similar vessels for the transport of persons,1.00173,-165,2003
639,8453,"Machinery for preparing, tanning or working hides, skins or leather",0.993784,-47,2003
640,9007,Cinematographic cameras and projectors,0.986521,-130,2003
641,2835,Phosphinates and phosphonates,0.98418,-121,2003
642,4411,Fiberboard of wood,0.978268,-45,2003
643,2715,"Bituminous mix, mastic from asphalt, bitumen/tar/pitc",0.97697,117,2003
644,9114,Other clock or watch parts,0.974918,15,2003
645,2820,Manganese oxides,0.972967,105,2003
646,5604,Rubber textiles,0.966428,-20,2003
647,2525,Mica,0.958175,-82,2003
648,2518,Dolomite not calcined,0.956134,35,2003
649,2841,Salts of oxometallic or peroxometallic acids,0.949904,163,2003
650,2105,Ice cream,0.946209,30,2003
651,2521,Limestone,0.942766,72,2003
652,2819,Chromium oxides and hydroxides,0.939845,-105,2003
653,3916,Monofilament,0.935826,-48,2003
654,7018,Glass beads,0.925888,21,2003
655,7409,"Copper plates, sheets and strip > 0.15 mm",0.924267,-36,2003
656,8534,Electronic printed circuits,0.92306,51,2003
657,7312,"Stranded wire, ropes, cables of iron or steel, not electrically insulated",0.916798,-78,2003
658,2817,Zinc oxide and peroxide,0.913992,3,2003
659,1602,Homogenized preparations of meat,0.913371,-71,2003
660,3211,Prepared driers,0.908913,9,2003
661,5505,Waste of man-made fibers,0.908397,2,2003
662,7321,"Stoves, ranges, barbecues and similar appliances of iron or steel",0.907903,-7,2003
663,3104,"Mineral or chemical fertilizers, potassic",0.905815,-244,2003
664,5005,Yarn from silk waste,0.904517,144,2003
665,5806,Narrow woven fabrics,0.891837,54,2003
666,8002,Tin waste and scrap,0.889893,72,2003
667,6603,Parts of umbrellas or walking sticks,0.883121,187,2003
668,7317,"Nails, tacks, staples and similar articles of iron or steel",0.883055,137,2003
669,4416,"Casks, barrels, vats, tubs of wood",0.861758,-106,2003
670,7503,Nickel waste and scrap,0.86127,-102,2003
671,7003,"Glass, cast or rolled",0.85906,-93,2003
672,9006,Photographic cameras,0.85426,190,2003
673,0206,Edible offal of animals,0.853133,53,2003
674,9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war",0.848383,-20,2003
675,9610,"Slates and boards, with writing or drawing surfaces",0.827903,-282,2003
676,8211,"Sets of different knives, cutlery sets",0.817543,-5,2003
677,4706,Pulps of fibers derived from recovered paper or paperboard,0.816444,94,2003
678,1519,Stearic acid,0.816196,-63,2003
679,8714,"Parts and accessories of motorcycles, bicycles or carriages",0.813487,-6,2003
680,2834,Nitrites; nitrates,0.798381,231,2003
681,3817,Mixed alkylbenzenes and mixed alkylnaphthalenes,0.792134,25,2003
682,5110,Yarn of coarse animal hair or of horsehair,0.787705,83,2003
683,9607,Slide fasteners and parts thereof,0.780171,22,2003
684,2804,"Hydrogen, rare gases and other nonmetals",0.777153,-18,2003
685,3406,Candles,0.776557,82,2003
686,7901,Unwrought zinc,0.76593,75,2003
687,4110,Waste of leather,0.764395,-80,2003
688,2909,Ethers,0.763697,-49,2003
689,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",0.75583,265,2003
690,4812,Filter blocks of paper pulp,0.754871,-322,2003
691,7406,Copper powders and flakes,0.733236,45,2003
692,8437,"Machines for cleaning, sorting or grading seed; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables",0.729166,7,2003
693,9202,"Other string musical instruments (for example, guitars, violins, harps)",0.725194,-12,2003
694,9616,Scent sprayers and similar toilet sprayers,0.722871,-135,2003
695,3305,Hair products,0.71522,-35,2003
696,5506,"Synthetic staple fibers, processed",0.71459,-11,2003
697,5107,"Yarn of combed wool, not for retail sale",0.712908,104,2003
698,9404,Mattress supports; articles of bedding,0.709167,95,2003
699,3901,"Polymers of ethylene, in primary forms",0.702844,-47,2003
700,5408,Woven fabrics of artificial filament yarn,0.700464,-120,2003
701,5106,"Yarn of carded wool, not for retail sale",0.700234,84,2003
702,5111,Woven fabrics of carded wool or carded fine animal hair,0.698469,-26,2003
703,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,0.688505,-97,2003
704,4302,Other tanned or dressed furskins,0.687243,100,2003
705,5801,Woven pile fabrics,0.678755,65,2003
706,2613,Molybdenum ores,0.67775,80,2003
707,9102,Wrist watches and pocket watches,0.675647,18,2003
708,6904,Ceramic building bricks,0.67311,36,2003
709,7216,"Angles, shapes and sections of iron or nonalloy steel",0.672036,-61,2003
710,2505,Natural sands,0.664299,122,2003
711,8107,Cadmium,0.662502,-110,2003
712,7004,"Glass, drawn or blown",0.655127,19,2003
713,8516,Electric instantaneous or storage water heaters,0.648001,-158,2003
714,5104,Garnetted stock of wool or animal hair,0.641104,-67,2003
715,2512,Siliceous fossil meals and earths,0.640896,201,2003
716,7310,"Tanks and similar containers, of iron or steel, not exceeding 300 liters",0.638429,-83,2003
717,9403,Other furniture and parts thereof,0.638168,3,2003
718,8304,Desk-top filing or card-index cabinets and parts thereof,0.636809,-156,2003
719,2806,Hydrogen chloride (Hydrochloric acid); chlorosulfuric acid,0.624871,62,2003
720,9113,Watch straps,0.623548,31,2003
721,7408,Copper wire,0.619041,52,2003
722,4903,"Children's picture, drawing or coloring books",0.608056,-187,2003
723,8904,Tugs and pusher craft,0.606632,276,2003
724,2704,"Coke etc of coal, lignite or peat, retort carbon",0.602297,-108,2003
725,0705,Lettuce,0.59842,-12,2003
726,1905,"Bread, pastry, cakes, biscuits and other baked goods",0.5962,-82,2003
727,9618,Mannequins,0.593615,-38,2003
728,2705,"Coal gas, water gas, not petroleum gases",0.587229,-26,2003
729,2824,Lead oxides,0.58251,94,2003
730,2839,Silicates; commercial alkali metal silicates,0.579871,-147,2003
731,6811,Asbestos-cement or cellulose fiber-cement,0.578783,49,2003
732,2712,Petroleum jelly,0.576177,37,2003
733,4909,Printed or illustrated postcards,0.574679,-146,2003
734,5103,Waste of wool or animal hair,0.568255,118,2003
735,4418,Builders' joinery and carpentry of wood,0.566345,56,2003
736,4504,Agglomerated cork,0.565378,136,2003
737,4004,"Waste, parings and scrap of rubber",0.564501,8,2003
738,9108,"Watch movements, complete and assembled",0.560503,-224,2003
739,2209,Vinegars,0.540688,59,2003
740,2716,Electrical energy,0.539794,60,2003
741,8527,Reception apparatus for radio broadcasting,0.533431,48,2003
742,6911,Porcelain or china tableware or other household articles,0.525575,-27,2003
743,6803,Worked slate,0.524362,-144,2003
744,9401,Seats,0.523327,-58,2003
745,4803,"Toilet etc household, sanitary stock",0.512112,-42,2003
746,7109,Gold clad metals,0.506304,-110,2003
747,4815,Floor coverings of paper,0.503789,-265,2003
748,0706,"Carrots, turnips and beets",0.5019,90,2003
749,1504,Fats and oils of fish or marine mammals,0.49245,53,2003
750,2508,Clays,0.486057,8,2003
751,7217,Wire of iron or nonalloy steel,0.483561,21,2003
752,2514,Slate,0.480116,-62,2003
753,2208,Alcoholic preps for beverages,0.472305,-65,2003
754,5902,Tire cord fabric of high tenacity yarn of nylon,0.464738,-32,2003
755,8459,"Machine tools for drilling, boring or milling by removing metal",0.461533,-460,2003
756,7117,Imitation jewelry,0.457741,-47,2003
757,2808,Sulfonitric acids,0.457418,-24,2003
758,2620,"Slag, ash and residues",0.455566,172,2003
759,0503,Horsehair,0.440687,54,2003
760,2833,Sulfates; alums; peroxosulfates (persulfates),0.440319,8,2003
761,6506,Other headgear,0.440171,-57,2003
762,7106,Silver,0.43921,200,2003
763,5601,Wadding of textile materials,0.438255,-174,2003
764,6907,Unglazed ceramic flags and pavers including unglazed ceramic mosaic cubes,0.428163,-107,2003
765,6507,Headbands,0.427495,-136,2003
766,3923,Packing of goods,0.42565,-128,2003
767,9207,Musical instruments amplified electrically,0.424394,-73,2003
768,2103,Sauces and seasonings,0.421907,39,2003
769,1603,"Extracts, juices of meat or fish",0.413712,135,2003
770,7101,Pearls,0.412596,-30,2003
771,4012,Retreaded or used pneumatic tires of rubber,0.411959,-274,2003
772,7201,Pig iron,0.399542,-37,2003
773,4205,Other articles of leather,0.398179,-78,2003
774,3603,Safety or detonating fuses,0.395783,48,2003
775,2203,Beer,0.391108,-57,2003
776,2307,"Wine lees, argol",0.377616,-98,2003
777,3303,Perfumes and toilet waters,0.372635,-22,2003
778,1206,Sunflower seeds,0.368302,-39,2003
779,2905,Acyclic alcohols,0.355662,-81,2003
780,2830,Sulfides; polysulfides,0.355522,-149,2003
781,2309,Preparations of a kind used in animal feeding,0.350234,14,2003
782,1108,Starches,0.349927,-131,2003
783,7418,"Table, kitchen or other household articles of copper",0.336606,35,2003
784,8201,"Hand tools base metal parts thereof spades, shovels, picks, forks and rakes; axes and similar hewing tools; pruners of any kind; scythes, sickles, hedge shears",0.319301,-116,2003
785,3306,Dental hygiene products,0.309446,56,2003
786,6812,Asbestos fibres,0.293041,39,2003
787,7209,"Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp",0.27077,-86,2003
788,2403,Cigarettes,0.270117,-60,2003
789,9101,Wrist watches and pocket watches in cases of precious metal,0.267498,47,2003
790,9614,Smoking pipes and cigar or cigarette holders,0.261657,0,2003
791,5406,Man-made filament yarn for retail sale,0.258351,96,2003
792,1503,"Lard stearin, oleostearin & oils, natural tallow oil",0.256167,198,2003
793,7801,Lead refined unwrought,0.255541,-1,2003
794,2825,"Hydrazine and hydroxylamine, inorganic salts",0.234034,-164,2003
795,2204,Wine of fresh grapes,0.22729,24,2003
796,6406,Parts of footwear,0.206174,110,2003
797,4204,Articles of leather for technical uses,0.192866,56,2003
798,7902,Zinc waste and scrap,0.191225,-69,2003
799,9613,Cigarette lighters,0.17702,-69,2003
800,1213,Cereal straw & husks,0.170894,-89,2003
801,2528,Natural sodium borates and concentrates,0.165908,57,2003
802,9617,Vacuum flasks and other vacuum vessels,0.165812,-123,2003
803,0407,"Birds eggs, in shell",0.160472,200,2003
804,2810,Oxides of boron; boric acids,0.158385,127,2003
805,4201,Saddlery and harness for any animal,0.1535,-71,2003
806,4707,Recovered paper and paperboard,0.152411,-40,2003
807,7113,Jewelry of precious metal,0.151024,157,2003
808,5908,Textile wicks,0.14474,-21,2003
809,0808,Apples,0.140346,88,2003
810,2809,Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids,0.138784,63,2003
811,5516,Woven fabrics of artificial staple fibers,0.137446,-94,2003
812,1214,Lucerne (alfalfa) meal and pellets,0.137086,130,2003
813,3101,Animal or vegetable fertilizers,0.132246,158,2003
814,2201,Waters natural,0.128624,-164,2003
815,5807,"Labels, badges and similar articles of textile materials",0.124827,-94,2003
816,5705,Other carpets and other textile floor coverings,0.124496,-60,2003
817,9002,"Lenses, prisms, mirrors and other optical elements",0.11985,-214,2003
818,8905,Floating or submersible drilling platforms,0.118046,-43,2003
819,5401,Sewing thread of man-made filaments,0.114836,41,2003
820,5510,Yarn of artificial staple fibers,0.108477,-67,2003
821,2509,Chalk,0.101441,13,2003
822,7417,Copper cooking products,0.0927156,-130,2003
823,3105,"Mineral or chemical fertilizers, mixed",0.0904346,104,2003
824,2801,"Fluorine, chlorine, bromine and iodine",0.0823856,-8,2003
825,2007,"Jams, jellies",0.0818388,21,2003
826,3202,Synthetic organic tanning substances,0.080291,-99,2003
827,3205,Color lakes,0.0742915,-79,2003
828,2102,"Yeasts, active",0.0576169,15,2003
829,5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,0.0552182,149,2003
830,2818,Artificial corundum,0.0520331,17,2003
831,8006,Tin pipes or tubes and pipe fittings,0.0465178,-236,2003
832,8609,Containers for carriage by one or more modes of transport,0.0464456,-53,2003
833,9703,Original sculptures and statuary,0.0415202,-36,2003
834,0402,"Milk and cream, concentrated",0.0405445,-4,2003
835,5007,Woven fabrics of silk,0.0405078,-9,2003
836,7010,"Glass carboys, bottles, flasks, jars, pots or other containers",0.034608,-1,2003
837,7118,Coin,0.0320017,-270,2003
838,2506,Quartz,0.0226393,72,2003
839,2305,Ground-nut oilcake,0.0217817,26,2003
840,9603,"Brooms, brushes, floor sweepers, mops",0.021339,30,2003
841,5105,"Wool or animal hair, combed",0.0083257,-35,2003
842,2713,Petroleum coke,0.0077781,-2,2003
843,5006,Silk yarn for retail sale,0.0050535,-96,2003
844,5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,0.001326,147,2003
845,8106,Bismuth,-0.0026415,5,2003
846,7204,Ferrous waste and scrap,-0.0087418,-225,2003
847,7311,Containers for compressed or liquified gas,-0.013406,4,2003
848,6309,Used clothes and textiles,-0.0148725,-85,2003
849,4108,Chamois leather,-0.0212498,32,2003
850,2504,Natural graphite,-0.0224602,-136,2003
851,3602,Prepared explosives,-0.0258191,-18,2003
852,9615,"Combs, hair-slides etc of hard rubber or plastic",-0.0304436,-69,2003
853,2608,Zinc ores,-0.0385481,97,2003
854,0105,Fowls (< 185 grams),-0.0440996,-44,2003
855,4417,"Tools, broom handles, bodies etc of wood",-0.0528815,71,2003
856,4421,Other articles of wood,-0.0531019,26,2003
857,7104,Synthetic or semi-precious stones,-0.0682888,-46,2003
858,2601,Iron ores and concentrates,-0.0872128,-21,2003
859,2101,"Extracts of coffee, tea or mate",-0.0924935,79,2003
860,5805,Hand-woven tapestries,-0.102942,-76,2003
861,3802,Activated carbon,-0.104997,-4,2003
862,2202,Waters flavored or sweetened,-0.108483,-80,2003
863,7602,"Waste or scrap, aluminium",-0.108768,14,2003
864,1001,Wheat and meslin,-0.114508,-20,2003
865,2402,Cigars,-0.122277,19,2003
866,6601,Umbrellas,-0.123846,116,2003
867,6914,Other ceramic articles,-0.124737,-6,2003
868,8908,Vessels and other floating structures for scrapping,-0.130034,-160,2003
869,5512,Woven fabrics of > 85% synthetic staple fibers,-0.141247,-81,2003
870,8306,Bells and gongs,-0.143224,20,2003
871,2807,Sulfuric acid; oleum,-0.147937,-8,2003
